843.8,886.5,935.6,951.8,970.1,1000.2,1010.4,1021.9,1072.3,1135.5,1169.8,1155.4,1207,1269.2,1336.5,1362,1356.1,1347.6,1312.5,1328.8,1387.7,1427.1,1463.3,1507.7,1558.7,1601.2,1635.8,1642,1674.4,1716.8,1758.5,1803.7,1828.6,1866.2,1898.1,1919.5,1931.2,1908.7,1883.2,1875.6,1901.7,1944.9,1979.6,2005.7,1992.1,1886.5,1870.8
65.4,70.5,73.1,76.8,79.9,86.8,93.1,97.8,103.5,109.9,127.8,161.9,171.7,163.3,163.5,166.9,169.4,186.1,200.4,214.3,225.7,230.7,220.7,210.1,213.7,227,238.1,242.7,247.2,252.8,259.3,262,263.6,268.7,275,277.8,283.8,289.3,295,299.4,304.3,309.8,315,317.9,322.1,320.9,325.1
389.3,403.7,434.8,445.5,473.4,517.2,547.4,581.3,646.2,714.4,745.9,729,758.8,809.4,895.4,980,1014,1040.8,1029.8,1077.8,1181.9,1278.6,1337.8,1385.8,1419.3,1454.5,1483.1,1491.2,1517.1,1584.4,1692,1793.4,1892.3,1984.6,2074.7,2163.1,2242.7,2265.4,2266.6,2298,2383,2510.7,2637,2676.8,2619.5,2429.2,2382
431.8,458.8,489.8,501,514.6,533.8,536.2,551,581.5,614.5,640.7,623.8,659.9,695.5,732.7,749.5,742.3,740.1,720.1,741.3,780.2,797.1,813.8,836.6,865.4,893.4,923.9,936.6,963.1,993.9,1034.1,1069.6,1087,1104.7,1122.2,1141.8,1158.6,1153.7,1146.3,1145.1,1158.1,1177.9,1198.6,1204.5,1202.5,1164.8,1161.4
5606.5,5800.3,6145.2,6367.6,6642.1,6931.5,6946.2,6917,7209.9,7621.9,7834.3,7847.2,8154.2,8599.7,9199.8,9664.6,9848.8,9985.3,9810.3,9917.8,10390,10769.8,11085.5,11472.6,11911.5,12238.5,12500.2,12359.4,12154,12045.9,12159.9,12422.5,12743.9,13130.2,13596.8,13992.4,14488.8,14602.6,14458.5,14393.5,14533.4,14802.1,15064.7,15184.5,14995,14091.5,13936.7
583.2,599,631.3,655.9,686.7,720.8,750.2,787.1,869.4,936,959.7,963.5,1003.4,1058.1,1149.9,1218,1251.1,1295.2,1316.6,1327.2,1402.3,1418.7,1408.3,1412.6,1436.1,1482.3,1520.9,1545,1597,1670.7,1756,1834.7,1900.9,1980.2,2057.6,2132.6,2213.8,2226.9,2184.2,2152.8,2179.6,2226,2279.1,2331.3,2350.3,2245.6,2222.3
991.2,1032.9,1095.4,1130.1,1158,1194.1,1197.5,1164.3,1190.4,1238.7,1264,1223.4,1239.7,1282.3,1346.1,1398,1426.9,1438.3,1428.5,1444.2,1517.3,1558.2,1598.4,1638.2,1667.4,1665.6,1619.5,1557.1,1526.2,1531.2,1543.8,1561.5,1582.4,1607.7,1643.4,1669.1,1693.2,1681.1,1664.9,1644.5,1649.8,1662,1680.6,1698.2,1699,1626.6,1608
170.8,184.1,193.2,197.4,202.9,211.9,216.8,224.9,232.4,239.4,233.1,229.9,236.7,238.8,247.8,256.7,259.2,259.2,259.2,266.1,280,293.3,303.2,320.7,334.2,344.5,347.5,341.8,341.3,348.7,355.9,366.3,376.3,387.9,400.3,413.2,420.5,420.1,415.4,415.7,425.1,432.9,438.1,438.9,436.8,416.6,413.8
1526.5,1619.1,1726.8,1816.4,1932.3,2069.9,2152.1,2276.3,2513.1,2778.6,2863.8,2746.4,2784.3,2933.4,3180.6,3381.2,3576.2,3736,3761.9,3905.4,4204.2,4410,4599.4,4848.1,5066.6,5260.9,5373.2,5283.4,5347.5,5560.4,5788.3,5985.1,6172.3,6407,6625.4,6816,7069.5,7159.7,7168.7,7250.1,7499.1,7799.9,8002.4,8018.4,7735.7,7253.8,7195
1186.8,1257.2,1337.9,1394.8,1455.7,1531.7,1557.5,1602.9,1695.2,1802.5,1827.5,1755.7,1839.2,1926.5,2050.1,2127.5,2159.4,2198.7,2201.5,2279.5,2448.7,2569.8,2672.4,2782,2875.9,2941.1,2991.8,2937.6,2987.1,3109.2,3266,3402.3,3527.3,3614.4,3740.8,3854.6,3949.3,3943.3,3869.5,3844.9,3898.5,4001.2,4089.1,4145.5,4102.2,3880.9,3842.7
