"","1","2","3","4","5","6"
"d.union",-0.0705875078018994,NA,-0.662625520380807,-0.240512809450997,NA,-0.267170108136054
"se",0.591112163083579,NA,0.690797373255022,0.335407485522063,NA,0.404846973033701
"d.manuf",-0.0297387055563415,NA,-0.0540872493783151,-0.0191560751022709,NA,-0.0174124095711845
"se",0.194720735270351,NA,0.19905345737386,0.110487985656288,NA,0.116656769133298
"union.post",NA,1.04261420352498,1.63482694540664,NA,-0.116460209581941,0.129750786881625
"se",NA,1.36197493457385,1.56150573599035,NA,0.793478429616821,0.9151321285599
"manuf.post",NA,-1.78285225372309,-2.38518391340738,NA,0.216281573067827,-0.0202480983234499
"se",NA,1.72446254824253,1.86718357076613,NA,1.00466153963445,1.09427691243386
"constant",-0.182945723260211,0.00556627264507556,-0.446306785201908,-0.333899498505347,-0.183342724383107,-0.361002136351026
"se",0.487983078194864,0.325604099705815,0.592892400075542,0.276890220598478,0.189694995959824,0.347469030425304
"r sqrd",0.000731104291915242,0.000731104291915242,0.000731104291915242,0.000731104291915242,0.000731104291915242,0.000731104291915242
